idT,idM,idK,rmsX,rmsY,rmsZ,aRms,aPeakX,aPeakY,aPeakZ,aPeak,latitude,longitude,vreme,brzina,maxX,maxY,maxZ,opis
4035,96,13,0.1238,0.1169,0.2978,0.343,0.0408,-0.0888,1.2404,1.2442,44.0008616,20.443235,2016-01-19-07-41-52,69.6932,-0.542180896,0.380708933,1.240374565,its vezbe
4036,96,13,0.1364,0.1482,0.3096,0.3694,-0.3897,-0.565,1.1206,1.3141,44.0012433,20.4459616,2016-01-19-07-42-03,70.1268,0.449479103,-0.596324086,1.222158432,its vezbe
4037,96,13,0.1026,0.109,0.2673,0.3063,-0.0965,-0.0334,1.0373,1.0423,44.0016983,20.4476216,2016-01-19-07-42-10,71.6537,0.392856121,0.387959361,1.037272453,its vezbe
4038,96,13,0.1548,0.1637,0.5151,0.5622,0.6336,-0.3746,2.4756,2.5827,44.0028133,20.4514966,2016-01-19-07-42-26,78.1577,-0.857720256,-0.803315997,2.475589752,its vezbe
4039,96,13,0.0999,0.0902,0.2568,0.2899,0.0725,-0.1629,0.7941,0.8138,44.0033033,20.4543233,2016-01-19-07-42-35,81.9415,-0.310355365,0.264825463,0.794050217,its vezbe
4040,96,13,0.0992,0.0987,0.2162,0.2576,0.1453,0.2266,1.1839,1.2141,44.0044333,20.4562166,2016-01-19-07-42-45,80.9205,0.29214716,0.316375136,1.183852196,its vezbe
4041,96,13,0.1024,0.1114,0.236,0.2803,-0.0837,0.0678,-1.3893,1.3934,44.0050266,20.4579166,2016-01-19-07-42-52,66.141,0.306686878,-0.424351871,-1.389275551,its vezbe
4042,96,13,0.097,0.1228,0.2289,0.2773,0.2089,-0.2587,0.7246,0.7973,44.00688,20.4602083,2016-01-19-07-43-04,77.3609,-0.328072786,0.415955305,0.724616051,its vezbe
4043,96,13,0.1026,0.1023,0.1988,0.246,0.0119,0.0596,-0.7651,0.7675,44.0082183,20.4615116,2016-01-19-07-43-13,74.7834,0.333029032,-0.367101967,-0.765093803,its vezbe
4044,96,13,0.0916,0.1026,0.1982,0.2413,-0.1164,0.0684,0.4625,0.4818,44.0103416,20.4627666,2016-01-19-07-43-25,76.666,-0.258861661,-0.251680017,-0.47664547,its vezbe
4045,96,13,0.0998,0.1207,0.2059,0.2587,0.1782,-0.0481,0.6526,0.6782,44.0118216,20.4631633,2016-01-19-07-43-33,75.771,0.44136095,0.383676529,0.652584076,its vezbe
4046,96,13,0.0968,0.128,0.2622,0.3074,-0.0754,-0.1192,0.7051,0.7191,44.0144833,20.4632416,2016-01-19-07-43-46,0,0.34926796,-0.464653015,0.705120087,its vezbe
4047,96,13,0.1484,0.1383,0.445,0.4891,0.1909,0.0101,2.175,2.1834,44.0150616,20.4634883,2016-01-19-07-43-53,16.7344,0.64731288,-0.772650242,2.174978256,its vezbe
4048,96,13,0.1198,0.0976,0.2405,0.2859,-0.032,-0.0508,0.7206,0.7231,44.0175866,20.4635733,2016-01-19-07-44-04,68.7481,0.379802942,-0.275568247,0.720571518,its vezbe
4049,96,13,0.1224,0.1388,0.3331,0.3811,-0.1049,0.0625,1.4463,1.4515,44.0191816,20.4640883,2016-01-19-07-44-14,65.7796,-0.36787039,-0.426492512,1.446316719,its vezbe
4050,96,13,0.1202,0.1302,0.2737,0.326,-0.0591,0.0706,-0.8957,0.9004,44.0209349,20.4647883,2016-01-19-07-44-26,25.9327,-0.333301306,-0.459338576,-0.895707607,its vezbe
4051,96,13,0.0983,0.1014,0.2359,0.2749,0.0705,0.065,0.7301,0.7363,44.0216316,20.46544,2016-01-19-07-44-32,43.7994,-0.339152932,0.32724297,0.730062485,its vezbe
4052,96,13,0.104,0.0984,0.22,0.2625,0.2719,-0.1285,0.6529,0.7188,44.0240716,20.4675233,2016-01-19-07-44-46,82.9699,-0.278471708,-0.298410416,0.652893066,its vezbe
4053,96,13,0.1296,0.1041,0.2347,0.2876,-0.4961,-0.2237,-0.8657,1.0226,44.026065,20.46886,2016-01-19-07-44-56,87.86,-0.496106386,-0.327545106,-0.865728378,its vezbe
4054,96,13,0.1124,0.1016,0.2505,0.2928,-0.0417,0.0088,0.9925,0.9934,44.0273649,20.4698766,2016-01-19-07-45-03,83.4165,0.295275927,-0.292097449,0.992486954,its vezbe
4055,96,13,0.1535,0.1372,0.48,0.5222,0.0078,0.0096,2.9766,2.9766,44.0297166,20.4717433,2016-01-19-07-45-16,78.2948,0.800234437,0.521601439,2.976558685,its vezbe
4056,96,13,0.1257,0.1215,0.3032,0.35,-0.2712,0.0842,-1.0663,1.1035,44.03084,20.4727616,2016-01-19-07-45-23,90.5098,0.503446817,-0.451758564,-1.066325188,its vezbe
4057,96,13,0.1001,0.1025,0.2765,0.3114,-0.1116,-0.2973,-1.4136,1.4488,44.0322916,20.4746083,2016-01-19-07-45-33,76.4789,0.493128061,0.34715569,-1.413610458,its vezbe
4058,96,13,0.101,0.1222,0.1899,0.2474,-0.1222,0.2424,-0.5565,0.6192,44.0334483,20.47682,2016-01-19-07-45-44,73.4918,0.302213907,-0.370154321,0.590111732,its vezbe
4059,96,13,0.1207,0.1102,0.2415,0.2916,0.2169,0.2334,1.1595,1.2025,44.03467,20.4798316,2016-01-19-07-45-57,75.1114,0.507726908,0.484824181,1.159500122,its vezbe
4060,96,13,0.1068,0.0997,0.2577,0.2962,0.1753,-0.2125,1.3247,1.3531,44.03511,20.480965,2016-01-19-07-46-02,75.128,0.284986973,0.354550362,1.324736595,its vezbe
4061,96,13,0.111,0.1151,0.2498,0.2966,-0.2211,-0.1918,-1.3028,1.3353,44.0370966,20.4837916,2016-01-19-07-46-17,74.2775,-0.387377977,-0.436286509,-1.302825928,its vezbe
4062,96,13,0.1302,0.1279,0.3959,0.436,-0.0783,0.2387,1.3187,1.3424,44.03793,20.48427,2016-01-19-07-46-22,65.5554,0.557172298,0.373118877,1.318667412,its vezbe
4063,96,13,0.1333,0.1079,0.2652,0.3158,0.2171,-0.0707,1.147,1.1695,44.0398416,20.4847916,2016-01-19-07-46-37,47.3868,-0.555342615,0.368544459,1.147028923,its vezbe
4064,96,13,0.1381,0.1156,0.3036,0.353,-0.2584,0.2108,-1.1771,1.2234,44.040665,20.4849566,2016-01-19-07-46-47,42.2503,-0.451166511,-0.502783298,-1.177100658,its vezbe
4065,96,13,0.1412,0.1354,0.3019,0.3597,0.5376,0.0057,1.2122,1.326,44.0413783,20.4851133,2016-01-19-07-46-53,57.9044,0.537598133,0.515639186,1.21216011,its vezbe
4066,96,13,0.0941,0.0894,0.2516,0.2831,-0.2272,0.0476,-0.6836,0.722,44.0437216,20.4859866,2016-01-19-07-47-06,55.0489,-0.349629521,-0.256224096,0.691062927,its vezbe
4067,96,13,0.1113,0.1063,0.2128,0.2626,0.0224,-0.1728,0.7735,0.7929,44.0447866,20.4868183,2016-01-19-07-47-16,52.4084,0.405576587,0.353569984,0.773522377,its vezbe
4068,96,13,0.1198,0.1001,0.2938,0.3327,-0.0135,0.2422,-1.1294,1.1551,44.0456033,20.4873416,2016-01-19-07-47-24,50.1885,-0.456614375,0.330625117,-1.129395962,its vezbe
4069,96,13,0.1084,0.0998,0.2498,0.29,-0.0489,0.0216,-0.8076,0.8094,44.0472033,20.48782,2016-01-19-07-47-37,58.3287,0.339315653,-0.286204457,-0.807620049,its vezbe
4070,96,13,0.1131,0.1097,0.2454,0.2916,-0.1561,0.2888,-0.6756,0.7512,44.0482483,20.4879833,2016-01-19-07-47-44,59.5147,-0.392903328,0.378163934,0.675879478,its vezbe
4071,96,13,0.1173,0.1054,0.2777,0.3194,-0.6501,-0.0752,-1.3608,1.51,44.0497966,20.488295,2016-01-19-07-47-54,56.0773,-0.650134861,-0.291751206,-1.36079073,its vezbe
4072,96,13,0.1034,0.1171,0.2611,0.3043,0.1146,0.1062,0.7671,0.7828,44.0509833,20.4885433,2016-01-19-07-48-03,54.3077,-0.333017945,0.316632628,0.767094612,its vezbe
4073,96,13,0.1126,0.1251,0.3048,0.3482,0.1414,-0.1719,1.2654,1.2848,44.0527583,20.4886283,2016-01-19-07-48-14,60.443,0.455357313,0.486385226,1.265415192,its vezbe
4074,96,13,0.1063,0.0978,0.2218,0.2647,0.0581,-0.1803,0.8735,0.8938,44.05369,20.4896633,2016-01-19-07-48-25,54.5986,0.274231672,-0.279874027,0.873486519,its vezbe
4075,96,13,0.0935,0.1036,0.2616,0.2965,0.0865,0.063,0.9898,0.9956,44.0551033,20.490035,2016-01-19-07-48-34,45.8247,-0.277340174,0.365328789,0.989789963,its vezbe
4076,96,13,0.1136,0.1141,0.3251,0.3628,0.0352,-0.1273,1.0301,1.0385,44.0573533,20.491015,2016-01-19-07-48-48,63.7284,0.379000783,0.467065692,1.030091286,its vezbe
4077,96,13,0.1161,0.1102,0.3282,0.3651,-0.2629,-0.1677,-0.8809,0.9345,44.0585333,20.4908733,2016-01-19-07-48-54,60.6728,0.366803408,-0.291075885,-0.880877495,its vezbe
4078,96,13,0.1254,0.1348,0.3957,0.4365,0.0749,0.0777,1.4726,1.4765,44.0606416,20.4911533,2016-01-19-07-49-08,63.9137,-0.342870831,0.511037946,1.472556114,its vezbe
4079,96,13,0.11,0.1231,0.2746,0.3204,-0.0271,-0.112,0.9105,0.9177,44.0615699,20.4912433,2016-01-19-07-49-14,58.4899,-0.320418358,0.399059296,0.910467148,its vezbe
4080,96,13,0.1041,0.1405,0.3454,0.3871,0.2272,-0.1767,1.2204,1.2539,44.0638533,20.491135,2016-01-19-07-49-28,66.632,-0.286319137,0.424962759,1.220428467,its vezbe
4081,96,13,0.1077,0.1055,0.2488,0.2909,-0.3419,-0.1772,-0.6421,0.7487,44.064795,20.4912583,2016-01-19-07-49-34,67.9495,-0.400698066,-0.328593105,0.709944725,its vezbe
4082,96,13,0.1092,0.1037,0.2477,0.2899,0.084,-0.345,0.6853,0.7718,44.0665966,20.49119,2016-01-19-07-49-45,69.3467,-0.333109021,-0.344969571,0.685316086,its vezbe
4083,96,13,0.1079,0.1239,0.307,0.3482,0.3285,-0.2707,0.814,0.9186,44.0688249,20.490925,2016-01-19-07-49-58,71.2571,0.328472853,0.469231844,0.813988686,its vezbe
4084,96,13,0.1207,0.1291,0.2566,0.3116,0.1402,-0.0232,-0.8498,0.8616,44.0707416,20.4903416,2016-01-19-07-50-08,73.918,0.32205224,0.464622855,-0.849802017,its vezbe
4085,96,13,0.1101,0.1205,0.2868,0.33,-0.0245,-0.308,1.0651,1.109,44.07174,20.4897416,2016-01-19-07-50-15,70.6215,0.341440797,0.406674743,1.065052032,its vezbe
4086,96,13,0.1038,0.1053,0.2852,0.3212,0.1332,-0.2477,-0.9833,1.0227,44.07345,20.488785,2016-01-19-07-50-26,70.3473,-0.289091706,0.319004059,-0.983258247,its vezbe
4087,96,13,0.115,0.1069,0.2167,0.2676,-0.035,0.056,-0.6474,0.6508,44.0750483,20.48763,2016-01-19-07-50-36,70.7327,0.348425865,-0.33576405,-0.647400856,its vezbe
4088,96,13,0.1039,0.1031,0.1952,0.244,0.2532,-0.2148,0.7048,0.7791,44.0770683,20.4862916,2016-01-19-07-50-48,73.401,0.354951382,0.280439377,0.704754829,its vezbe
4089,96,13,0.0933,0.0989,0.2441,0.2795,0.0253,0.1242,0.8262,0.8359,44.07875,20.4851566,2016-01-19-07-50-59,72.9656,0.276857615,-0.270672441,0.826216698,its vezbe
4090,96,13,0.1155,0.1301,0.3568,0.3969,0.3596,-0.0061,-2.0911,2.1218,44.0789116,20.4850149,2016-01-19-07-51-06,0,0.359553814,0.541117668,-2.091078758,its vezbe
4091,96,13,0.1152,0.115,0.263,0.3093,0.0258,-0.0599,0.8073,0.81,44.0813083,20.4827166,2016-01-19-07-51-19,30.4374,-0.352153242,0.379433513,0.807332039,its vezbe
4092,96,13,0.1036,0.128,0.2464,0.2963,-0.1072,0.2694,-0.6617,0.7225,44.0832083,20.4813333,2016-01-19-07-51-29,67.9236,-0.325591266,-0.357005358,0.674012184,its vezbe
4093,96,13,0.1083,0.0999,0.3003,0.3345,-0.0843,0.1099,-1.038,1.0472,44.084615,20.4803166,2016-01-19-07-51-38,68.9335,-0.30823195,-0.288904488,-1.037953854,its vezbe
4094,96,13,0.1262,0.1745,0.2214,0.3088,-0.0438,0.1463,0.677,0.694,44.0865316,20.47955,2016-01-19-07-51-49,74.7482,-0.40173161,0.490605354,0.677019119,its vezbe
4095,96,13,0.1203,0.1357,0.3228,0.3703,0.0865,-0.0506,-1.1582,1.1625,44.08883,20.4791483,2016-01-19-07-51-59,84.7599,-0.319002867,-0.360101223,-1.158183098,its vezbe
4096,96,13,0.1432,0.1095,0.3691,0.4108,0.4826,-0.0207,1.3119,1.398,44.0903716,20.4795683,2016-01-19-07-52-07,84.0799,-0.706697285,0.312155396,1.311860085,its vezbe
4097,96,13,0.105,0.0858,0.2239,0.2618,0.0753,0.1162,-0.8942,0.9049,44.091375,20.4804933,2016-01-19-07-52-14,20.8778,0.317988515,0.238485098,-0.894208908,its vezbe
4098,96,13,0.1113,0.1041,0.2335,0.2789,0.0705,0.0187,0.856,0.8591,44.0940433,20.4810916,2016-01-19-07-52-29,17.9852,-0.287453532,-0.314862609,0.856007576,its vezbe
4099,96,13,0.1036,0.0918,0.2523,0.2878,0.192,-0.007,-0.7586,0.7826,44.0956649,20.48106,2016-01-19-07-52-38,0,-0.321585774,-0.269246995,-0.758612633,its vezbe
4100,96,13,0.107,0.0966,0.2699,0.306,0.3313,0.031,1.075,1.1253,44.0965433,20.48124,2016-01-19-07-52-49,8.8444,0.331314802,0.367562532,1.074998856,its vezbe
4101,96,13,0.1073,0.0981,0.2178,0.2619,0.1683,0.1032,0.5564,0.5903,44.0984416,20.4811866,2016-01-19-07-52-55,34.1082,0.283512115,-0.258989155,-0.557700157,its vezbe
4102,96,13,0.1031,0.0933,0.2345,0.2726,-0.2832,0.1227,0.7081,0.7725,44.10136,20.481355,2016-01-19-07-53-09,67.9162,-0.28319037,0.278253198,-0.711410522,its vezbe
4103,96,13,0.1121,0.1081,0.2723,0.3137,-0.0188,-0.0734,0.841,0.8444,44.10303,20.4817699,2016-01-19-07-53-19,64.7883,-0.330497384,-0.296038061,0.840975761,its vezbe
4104,96,13,0.1058,0.1091,0.2657,0.306,0.0352,0.1452,0.9708,0.9822,44.1045566,20.4829566,2016-01-19-07-53-30,0,0.436935902,-0.413615823,0.970796585,its vezbe
4105,96,13,0.1006,0.1025,0.2332,0.2738,0.1243,0.0986,-0.8005,0.816,44.10667,20.4835183,2016-01-19-07-53-40,63.8618,-0.329079628,-0.333671212,-0.800477028,its vezbe
4106,96,13,0.1065,0.11,0.2233,0.2708,-0.0099,0.0658,-0.6702,0.6734,44.10864,20.4833566,2016-01-19-07-53-50,56.826,0.345517039,-0.33104074,-0.670150757,its vezbe
4107,96,13,0.1111,0.1233,0.2533,0.3029,0.0531,-0.2625,-0.9999,1.0351,44.1098933,20.483245,2016-01-19-07-53-56,76.0619,0.355292559,-0.398122609,-0.999903679,its vezbe
4108,96,13,0.1476,0.1512,0.3326,0.3941,-0.1118,-0.0982,-1.2939,1.3024,44.1121899,20.4847333,2016-01-19-07-54-09,87.5858,0.473423958,-0.753507018,-1.29389286,its vezbe
4109,96,13,0.137,0.1318,0.3561,0.4037,-0.2135,-0.0088,-1.3701,1.3867,44.11388,20.4849583,2016-01-19-07-54-16,88.1787,-0.360861361,0.392211676,-1.370094776,its vezbe
4110,96,13,0.1146,0.109,0.2989,0.3382,-0.0742,0.1093,-0.8521,0.8623,44.1168066,20.4844333,2016-01-19-07-54-30,84.1169,-0.351746678,0.283002853,-0.852070808,its vezbe
4111,96,13,0.1185,0.1274,0.322,0.366,0.1773,0.0498,1.2877,1.3008,44.1177916,20.4830216,2016-01-19-07-54-37,78.8359,-0.361975312,-0.402533352,1.287735939,its vezbe
4112,96,13,0.1813,0.1752,0.5936,0.6449,-0.35,0.1561,-2.3643,2.3951,44.1199266,20.4822933,2016-01-19-07-54-48,69.7432,0.767750502,0.564365387,-2.364253998,its vezbe
4113,96,13,0.1233,0.131,0.3235,0.3702,-0.0869,0.2236,-1.3646,1.3855,44.121375,20.4831583,2016-01-19-07-54-59,61.3473,-0.558410048,-0.494236946,-1.364625454,its vezbe
4114,96,13,0.1573,0.1479,0.449,0.4982,0.7875,-0.0363,1.7947,1.9602,44.122685,20.4826066,2016-01-19-07-55-07,66.3133,0.787475348,-0.57628572,1.794737816,its vezbe
4115,96,13,0.115,0.1297,0.2802,0.3295,0.2681,0.2112,1.7489,1.7819,44.1239549,20.4800816,2016-01-19-07-55-20,30.2465,0.333089471,0.429275274,1.748904228,its vezbe
4116,96,13,0.1125,0.1152,0.2929,0.3342,-0.1087,0.3197,1.4196,1.4592,44.1237816,20.4782916,2016-01-19-07-55-27,53.4183,-0.406570613,0.455407709,1.419596672,its vezbe
4117,96,13,0.1583,0.1779,0.3942,0.4606,0.0097,-0.1467,1.5578,1.5648,44.1244499,20.4749316,2016-01-19-07-55-39,84.0298,-0.458663762,-0.766954303,1.557845116,its vezbe
4118,96,13,0.1784,0.1461,0.5321,0.5799,-0.209,0.0634,-2.2935,2.3038,44.1256733,20.4727133,2016-01-19-07-55-49,82.9699,0.668021321,0.506909132,-2.293466091,its vezbe
4119,96,13,0.1621,0.1768,0.5351,0.5864,0.3303,-0.1276,2.8798,2.9015,44.1270049,20.472615,2016-01-19-07-56-00,39.1057,0.609620929,-0.655181527,2.87976265,its vezbe
4120,96,13,0.1695,0.1567,0.5554,0.6015,0.2353,-0.5194,2.1533,2.2275,44.1289883,20.47158,2016-01-19-07-56-08,93.6006,-0.698273063,-0.519355774,-2.154255629,its vezbe
4121,96,13,0.1565,0.1881,0.4256,0.4909,-0.5127,0.4858,-1.9125,2.0388,44.12517,20.473945,2016-01-19-07-56-20,68.0329,-0.76062268,-0.550979614,-1.912502289,its vezbe
4122,96,13,0.1939,0.1893,0.5757,0.6363,-0.0979,-0.1571,-2.278,2.2855,44.131755,20.46903,2016-01-19-07-56-28,97.7235,0.658437252,-0.593752623,-2.278017521,its vezbe
4123,96,13,0.1618,0.1616,0.4944,0.5447,-0.5634,0.1233,-2.2959,2.3672,44.1330766,20.4674466,2016-01-19-07-56-37,99.0225,-0.591475248,-0.573581278,-2.295887947,its vezbe
4124,96,13,0.1021,0.1417,0.3152,0.3603,0.0129,-0.6323,-1.7957,1.9038,44.1367116,20.4627566,2016-01-19-07-56-47,96.4357,-0.345318854,-0.632293284,-1.795668602,its vezbe
4125,96,13,0.1499,0.1234,0.3552,0.4048,-0.2516,0.1658,-1.1614,1.1998,44.1389116,20.46278,2016-01-19-07-56-58,81.3708,-0.586914897,-0.412018806,-1.161375999,its vezbe
4126,96,13,0.1382,0.1587,0.368,0.424,0.2501,0.1639,1.6132,1.6407,44.1412149,20.4607849,2016-01-19-07-57-10,72.4152,0.514626741,-0.718302608,1.613195419,its vezbe
4127,96,13,0.128,0.1284,0.3359,0.3817,0.2683,0.0393,1.4171,1.4428,44.1417699,20.457945,2016-01-19-07-57-21,79.4122,0.591620922,0.363222361,1.417064667,its vezbe
4128,96,13,0.1623,0.1554,0.539,0.5839,0.3686,0.2719,2.4286,2.4715,44.142205,20.4552433,2016-01-19-07-57-31,80.965,-0.626475871,-0.726216674,2.428641319,its vezbe
4129,96,13,0.1361,0.1371,0.3913,0.4364,0.2398,-0.5099,1.1129,1.2474,44.1429216,20.4542433,2016-01-19-07-57-36,80.4239,0.363820076,-0.509887636,-1.177321434,its vezbe
4130,96,13,0.1733,0.1519,0.3975,0.4594,-0.5591,-0.209,-1.679,1.782,44.1459683,20.45343,2016-01-19-07-57-51,89.0533,-0.559066415,-0.514207363,-1.679030418,its vezbe
4131,96,13,0.2039,0.1899,0.5297,0.5985,-0.5913,-0.1741,-2.042,2.133,44.1474616,20.4528916,2016-01-19-07-57-58,86.8149,1.010622263,-0.781345367,2.088513374,its vezbe
4132,96,13,0.128,0.1194,0.3076,0.3539,-0.0299,-0.0674,-0.8358,0.839,44.1488349,20.4505316,2016-01-19-07-58-08,85.8699,-0.360686183,0.417322397,-0.835780144,its vezbe
4133,96,13,0.1893,0.1465,0.4616,0.5199,0.4194,0.3118,2.3412,2.3988,44.1505283,20.447765,2016-01-19-07-58-21,92.9317,0.791563749,0.572247684,2.341151237,its vezbe
4134,96,13,0.158,0.1667,0.4391,0.4956,-0.1687,0.3747,2.7072,2.7382,44.1526666,20.4466233,2016-01-19-07-58-31,87.1225,-0.49584204,-0.560551584,2.707180977,its vezbe
4135,96,13,0.1615,0.1767,0.3516,0.4253,-0.5819,0.5893,-1.4531,1.6725,44.1542,20.4455083,2016-01-19-07-58-41,37.753,-0.581875682,0.589283109,-1.453125,its vezbe
4136,96,13,0.1437,0.1345,0.3367,0.39,0.3883,-0.1923,0.955,1.0487,44.15575,20.4429566,2016-01-19-07-58-51,71.7333,-0.463620067,-0.394662619,0.977258682,its vezbe
4137,96,13,0.1498,0.1394,0.3856,0.4365,-0.1241,0.0578,1.5841,1.59,44.156775,20.4404283,2016-01-19-07-59-01,86.6982,0.568907022,0.414599597,1.584093094,its vezbe
4138,96,13,0.1444,0.1187,0.3532,0.3996,-0.546,0.0332,-1.9399,2.0156,44.1582366,20.438755,2016-01-19-07-59-10,79.8569,-0.546011567,0.415873051,-1.939914703,its vezbe
4139,96,13,0.1229,0.1229,0.2748,0.3252,0.2681,-0.1932,0.9257,0.9829,44.1588999,20.4357816,2016-01-19-07-59-21,81.6265,0.389374018,0.40314889,0.925683975,its vezbe
4140,96,13,0.1843,0.1634,0.5128,0.5689,-0.8975,0.3312,-1.6638,1.9192,44.1594466,20.4333483,2016-01-19-07-59-30,81.3893,-0.897463918,0.72522974,-1.66382885,its vezbe
4141,96,13,0.1734,0.1734,0.6121,0.6594,0.4712,0.2542,2.5545,2.61,44.1609433,20.43114,2016-01-19-07-59-41,82.364,-0.54312396,-0.638648927,2.554540634,its vezbe
4142,96,13,0.1567,0.1734,0.4836,0.5372,0.4806,-0.308,1.9831,2.0637,44.1620349,20.43038,2016-01-19-07-59-47,80.385,0.480620384,0.539506257,1.98314476,its vezbe
4143,96,13,0.1428,0.2073,0.4125,0.4832,0.5547,0.0676,2.0783,2.1521,44.1644283,20.4289433,2016-01-19-08-00-00,78.9434,0.554662943,-1.593940973,2.078343391,its vezbe
4144,96,13,0.1243,0.1544,0.2828,0.3453,0.3726,0.1396,0.8556,0.9436,44.1662033,20.4269049,2016-01-19-08-00-12,76.4492,0.413061857,-0.577790618,-0.879657269,its vezbe
4145,96,13,0.1082,0.1324,0.2442,0.2981,0.0748,-0.0527,-0.7749,0.7803,44.1675683,20.4252183,2016-01-19-08-00-22,78.9823,0.295476198,-0.334777117,-0.774926186,its vezbe
4146,96,13,0.1088,0.1191,0.2619,0.3076,-0.3686,-0.1676,-0.6552,0.7702,44.168375,20.423185,2016-01-19-08-00-31,70.238,-0.368568301,-0.334031582,-0.711466789,its vezbe
4147,96,13,0.1374,0.1409,0.3898,0.4367,-0.0161,-0.4248,1.2462,1.3167,44.1703433,20.4198016,2016-01-19-08-00-51,61.577,0.571473598,-0.424830437,1.246222496,its vezbe
4148,96,13,0.1205,0.125,0.3022,0.3485,0.0958,-0.2927,1.1982,1.2371,44.1698533,20.4175799,2016-01-19-08-01-02,73.0008,0.492298841,-0.332369447,1.198202133,its vezbe
4149,96,13,0.1494,0.1663,0.448,0.5006,-0.2025,-0.3334,-1.5447,1.5932,44.1689333,20.4153916,2016-01-19-08-01-12,83.183,-0.416736126,0.619121909,-1.544698715,its vezbe
4150,96,13,0.1632,0.1768,0.3555,0.4292,0.2404,-0.0465,-1.2458,1.2696,44.1686266,20.41328,2016-01-19-08-01-20,71.9983,-0.543502212,0.76905787,-1.245800972,its vezbe
4151,96,13,0.133,0.1618,0.3256,0.3871,0.1014,0.3698,1.9037,1.9419,44.168135,20.4100683,2016-01-19-08-01-32,102.419,0.398375034,0.48653841,1.903651237,its vezbe
4152,96,13,0.1391,0.1461,0.2907,0.3538,0.1276,-0.2232,-0.8463,0.8844,44.1671283,20.407985,2016-01-19-08-01-42,71.0829,0.417714357,-0.430303872,-0.846257687,its vezbe
4153,96,13,0.1136,0.1276,0.2598,0.3109,0.4096,-0.2122,0.7067,0.8439,44.1663366,20.4070366,2016-01-19-08-01-48,74.1256,0.409594536,-0.376361161,0.707671165,its vezbe
4154,96,13,0.1471,0.1322,0.4668,0.5069,0.163,0.0846,2.7559,2.762,44.1646783,20.4050366,2016-01-19-08-02-01,60.506,0.463423967,0.421256542,2.755926132,its vezbe
4155,96,13,0.1201,0.0899,0.2459,0.288,0.0872,-0.0828,-0.9785,0.9858,44.1639216,20.4040266,2016-01-19-08-02-11,56.3738,-0.381652951,-0.267426103,-0.978466988,its vezbe
4156,96,13,0.1255,0.108,0.3249,0.3647,-0.256,0.1551,-1.1605,1.1985,44.1650033,20.4019833,2016-01-19-08-02-22,19.6844,-0.352581561,-0.411600083,-1.160481453,its vezbe
4157,96,13,0.1224,0.1254,0.3006,0.348,0.2043,0.2114,1.1982,1.2338,44.166275,20.4001816,2016-01-19-08-02-31,43.4084,-0.40081048,-0.41615364,1.198212624,its vezbe
4158,96,13,0.1118,0.1343,0.2494,0.3045,0.1633,0.3449,0.6545,0.7576,44.166905,20.3981116,2016-01-19-08-02-41,63.0261,0.43924284,0.375226051,0.709863663,its vezbe
4159,96,13,0.1301,0.1813,0.3779,0.4389,-0.4355,0.0185,1.89,1.9396,44.1684966,20.3970933,2016-01-19-08-02-50,81.33,0.504042387,0.627989531,1.889953613,its vezbe
4160,96,13,0.1827,0.198,0.5277,0.5925,0.5526,-0.6434,1.6622,1.8661,44.1703866,20.3970316,2016-01-19-08-03-02,53.5851,0.582939386,-0.643430531,1.805768967,its vezbe
4161,96,13,0.1223,0.1165,0.3761,0.4123,-0.2861,-0.0127,-2.1234,2.1427,44.1699083,20.3920016,2016-01-19-08-03-09,83.2015,-0.466986001,0.469197989,-2.123445988,its vezbe
4162,96,13,0.1073,0.0966,0.2483,0.2872,0.0256,-0.0339,0.7154,0.7166,44.17084,20.3891049,2016-01-19-08-03-22,30.9692,-0.277523041,-0.430268824,0.71538353,its vezbe
4163,96,13,0.1096,0.1277,0.273,0.3207,-0.0958,0.1563,-0.719,0.742,44.1722666,20.386525,2016-01-19-08-03-32,78.721,0.41539669,0.349529743,-0.718997955,its vezbe
4164,96,13,0.1055,0.1016,0.2484,0.2883,-0.3045,0.0247,-0.6519,0.7199,44.1734116,20.384905,2016-01-19-08-03-40,80.3498,-0.304486394,0.279121161,0.673798561,its vezbe
4165,96,13,0.1206,0.1069,0.3073,0.347,-0.0734,-0.0064,-1.0716,1.0741,44.174905,20.382275,2016-01-19-08-03-52,80.1256,0.345766425,-0.321576178,-1.07159996,its vezbe
4166,96,13,0.1293,0.1312,0.2717,0.3282,0.187,0.0779,0.9582,0.9794,44.175785,20.3809366,2016-01-19-08-04-00,23.6091,0.386350632,-0.396939874,0.958206177,its vezbe
4167,96,13,0.1672,0.1198,0.1556,0.258,-0.2348,0.089,-0.5515,0.606,44.1767633,20.3783399,2016-01-19-08-04-09,77.3109,-0.565369606,-0.465171456,-0.551496983,its vezbe
4168,96,13,0.144,0.0964,0.1822,0.2515,0.5898,-0.642,-0.9853,1.3156,44.17807,20.3752783,2016-01-19-08-04-23,71.6462,0.589804649,-0.642035663,-0.985280633,its vezbe
4169,96,13,0.1759,0.167,0.2274,0.3325,-0.3372,1.5091,-0.6949,1.6953,44.1788566,20.3744283,2016-01-19-08-04-30,15.8654,0.77260828,1.50912118,1.451781273,its vezbe
4170,96,13,0.1447,0.1503,0.2217,0.3044,0.7246,-0.0434,0.3016,0.7861,44.180245,20.3725066,2016-01-19-08-04-39,72.7302,0.724640608,-0.515916884,0.767394066,its vezbe
