idT,idM,idK,rmsX,rmsY,rmsZ,aRms,aPeakX,aPeakY,aPeakZ,aPeak,latitude,longitude,vreme,brzina,maxX,maxY,maxZ,opis
4171,96,13,0.1068,0.1217,0.2128,0.2674,0.1473,0.416,0.6201,0.7611,44.17996,20.3728133,2016-01-19-08-04-49,0,0.340621114,0.417868733,0.663477898,its vezbe
4172,96,13,0.1405,0.1182,0.2301,0.2944,0.1668,0.1459,0.6853,0.7203,44.1822866,20.3685583,2016-01-19-08-05-03,0,-0.488975525,0.408737183,0.685304642,its vezbe
4173,96,13,0.153,0.1087,0.2602,0.3208,0.3058,0.0502,0.7914,0.8499,44.1826716,20.3651016,2016-01-19-08-05-11,32.6943,0.441449165,0.374028563,0.791397095,its vezbe
4174,96,13,0.1235,0.1223,0.2202,0.2805,-0.0554,-0.001,0.6433,0.6457,44.18329,20.362165,2016-01-19-08-05-20,85.1157,0.373842955,0.398545027,0.643325806,its vezbe
4175,96,13,0.1254,0.112,0.248,0.2996,-0.0968,0.0675,0.6372,0.648,44.183785,20.3588166,2016-01-19-08-05-31,87.2819,-0.367569864,0.380378127,0.637184143,its vezbe
4176,96,13,0.1393,0.1153,0.2319,0.2941,-0.3521,-0.123,-0.5175,0.6379,44.183605,20.355425,2016-01-19-08-05-43,86.1571,0.375595808,-0.298868954,-0.601349831,its vezbe
4177,96,13,0.1185,0.1093,0.2242,0.2761,-0.0781,-0.1903,-0.654,0.6856,44.183475,20.3537,2016-01-19-08-05-49,80.2738,0.40015471,0.379251838,-0.653967857,its vezbe
4178,96,13,0.1333,0.1168,0.2503,0.3067,0.4074,-0.2103,1.2791,1.3588,44.1853666,20.3512416,2016-01-19-08-06-02,81.7377,0.407433033,0.365647197,1.279085159,its vezbe
4179,96,13,0.1263,0.1359,0.2067,0.2777,-0.0749,-0.0002,-0.6266,0.631,44.1869649,20.3491383,2016-01-19-08-06-13,77.8538,0.311179996,-0.358835816,-0.626584053,its vezbe
4180,96,13,0.1342,0.1307,0.2043,0.2772,-0.0328,0.2561,0.636,0.6864,44.1871233,20.3474533,2016-01-19-08-06-21,7.7622,0.37010932,-0.430935621,0.635961533,its vezbe
4181,96,13,0.1191,0.1047,0.2021,0.2569,0.0136,-0.1407,-0.6761,0.6907,44.1863283,20.343905,2016-01-19-08-06-33,49.9847,0.418747902,0.279873312,-0.676111221,its vezbe
4182,96,13,0.1335,0.1016,0.244,0.2961,0.1676,0.1215,0.7673,0.7948,44.1864116,20.3413133,2016-01-19-08-06-42,80.6389,-0.38507396,-0.392028451,0.767325401,its vezbe
4183,96,13,0.1547,0.118,0.2579,0.323,0.0265,0.0041,0.8065,0.8069,44.1867549,20.3390616,2016-01-19-08-06-50,60.8358,-0.679118752,-0.38616395,0.806464195,its vezbe
4184,96,13,0.135,0.1168,0.2513,0.3082,0.0043,0.0925,-0.7664,0.772,44.187525,20.3359466,2016-01-19-08-07-02,61.4103,-0.497954816,0.331680536,-0.766447544,its vezbe
4185,96,13,0.1297,0.1248,0.2183,0.283,0.0146,-0.1243,0.698,0.7091,44.1886066,20.333225,2016-01-19-08-07-13,73.6475,0.506060243,0.415685773,0.697979927,its vezbe
4186,96,13,0.1232,0.1187,0.2333,0.2893,0.0026,-0.1432,0.7285,0.7425,44.1889566,20.33164,2016-01-19-08-07-21,25.4232,0.397286654,-0.373604357,0.728522301,its vezbe
4187,96,13,0.1479,0.12,0.2052,0.28,-0.3687,-0.384,-0.8827,1.0309,44.1885383,20.32874,2016-01-19-08-07-32,78.8099,0.411492109,-0.410546958,-0.882734299,its vezbe
4188,96,13,0.1327,0.1142,0.2282,0.2876,0.3038,0.0514,0.6877,0.7535,44.1881,20.3263916,2016-01-19-08-07-43,16.3509,-0.334355205,0.367161036,0.690462112,its vezbe
4189,96,13,0.1165,0.1105,0.2047,0.2602,-0.0917,-0.1871,0.5624,0.5998,44.1878216,20.3265716,2016-01-19-08-07-53,12.0371,0.313680768,-0.396500349,0.562430382,its vezbe
4190,96,13,0.1454,0.1357,0.2527,0.3216,-0.2753,-0.2998,-1.0309,1.1083,44.1886566,20.3236816,2016-01-19-08-08-02,15.1242,0.445201516,-0.421905577,-1.03085041,its vezbe
4191,96,13,0.1492,0.15,0.2704,0.3434,0.7018,0.41,0.7175,1.0842,44.1880933,20.3269283,2016-01-19-08-08-08,0,0.701805592,-0.65046519,-0.782145023,its vezbe
4192,96,13,0.1428,0.146,0.2703,0.3388,-0.5469,0.2918,1.5148,1.6367,44.1880599,20.3205383,2016-01-19-08-08-24,41.6258,0.685031176,0.606245279,1.514799118,its vezbe
4193,96,13,0.1209,0.1044,0.2282,0.2786,0.1366,-0.0198,0.6435,0.6581,44.1899416,20.3150433,2016-01-19-08-08-34,63.0872,0.354090333,0.296918273,0.64349556,its vezbe
4194,96,13,0.1183,0.1186,0.2028,0.263,0.0691,-0.1314,-0.5865,0.605,44.1913233,20.3130216,2016-01-19-08-08-44,72.897,0.340035439,0.337703019,-0.586531639,its vezbe
4195,96,13,0.1254,0.1165,0.2029,0.2655,0.0847,0.0388,0.6711,0.6776,44.1908783,20.3133583,2016-01-19-08-08-54,0,-0.344981432,-0.380899012,0.67111969,its vezbe
4196,96,13,0.1421,0.1332,0.2661,0.3298,-0.1999,-0.5904,0.8699,1.0702,44.19083,20.3133366,2016-01-19-08-09-03,0,0.54008913,-0.590435863,-0.968799591,its vezbe
4197,96,13,0.1207,0.1145,0.2473,0.2981,-0.0327,0.1209,-0.7669,0.7771,44.19023,20.31233,2016-01-19-08-09-14,73.716,-0.472240508,-0.335074961,-0.766928196,its vezbe
4198,96,13,0.1176,0.1138,0.1901,0.2508,-0.3304,0.0178,-0.504,0.6029,44.19346,20.3077733,2016-01-19-08-09-22,79.0008,0.363785267,0.308706045,-0.504009247,its vezbe
4199,96,13,0.126,0.1501,0.26,0.3256,0.2272,-0.558,1.0164,1.1815,44.1970116,20.3025416,2016-01-19-08-09-33,65.989,-0.397859097,-0.587052226,1.016363144,its vezbe
4200,96,13,0.1208,0.1091,0.179,0.2419,0.3698,-0.1622,0.398,0.567,44.1901183,20.309705,2016-01-19-08-09-41,76.2917,0.369832397,-0.257791519,0.442962646,its vezbe
4201,96,13,0.1135,0.116,0.2005,0.258,-0.0855,-0.0047,-0.6222,0.6281,44.1957183,20.2981766,2016-01-19-08-09-50,75.8099,-0.365682364,-0.451430202,-0.622199059,its vezbe
4202,96,13,0.1091,0.0984,0.209,0.2555,0.2217,-0.1088,0.7142,0.7557,44.194955,20.2957433,2016-01-19-08-10-01,70.1305,-0.336790562,0.302452952,0.714204788,its vezbe
4203,96,13,0.1161,0.1188,0.1968,0.2575,0.1543,-0.2732,0.5704,0.651,44.1950566,20.2931966,2016-01-19-08-10-14,76.0397,-0.368700266,0.373893261,-0.605654716,its vezbe
4204,96,13,0.1175,0.1365,0.2544,0.3117,0.2781,-0.2941,1.1324,1.2026,44.1958883,20.289915,2016-01-19-08-10-25,75.6042,-0.335618615,-0.433692664,1.132390022,its vezbe
4205,96,13,0.1319,0.1027,0.2349,0.2883,-0.3131,0.1336,-1.0989,1.1504,44.19611,20.287395,2016-01-19-08-10-35,71.0996,-0.408276618,0.259607971,-1.098899841,its vezbe
4206,96,13,0.129,0.1412,0.2438,0.3099,-0.4408,-0.2699,-1.3914,1.4843,44.1967433,20.2862683,2016-01-19-08-10-42,9.3113,-0.440761983,0.505470872,-1.391420364,its vezbe
4207,96,13,0.1091,0.1262,0.1989,0.2596,-0.0892,-0.1496,0.578,0.6036,44.1982866,20.2831916,2016-01-19-08-10-55,72.4671,-0.271570325,0.36953783,0.577972412,its vezbe
4208,96,13,0.1218,0.1156,0.2138,0.2719,0.2175,0.2353,0.9584,1.0106,44.1979866,20.2823833,2016-01-19-08-11-03,74.4739,-0.364998281,0.333750248,0.958409309,its vezbe
4209,96,13,0.1297,0.1264,0.2942,0.3454,-0.0732,0.1271,-1.4057,1.4133,44.1984483,20.27971,2016-01-19-08-11-13,28.199,0.411020279,-0.443502665,-1.405683517,its vezbe
4210,96,13,0.1344,0.1542,0.3348,0.3923,0.0484,0.2811,-1.6242,1.6491,44.1982783,20.27604,2016-01-19-08-11-24,71.2089,0.582798958,-0.660632312,-1.624201775,its vezbe
4211,96,13,0.1062,0.0986,0.2186,0.2623,-0.0073,-0.0962,0.7473,0.7535,44.1976916,20.273675,2016-01-19-08-11-35,76.9162,0.320448399,0.293028951,0.747282028,its vezbe
4212,96,13,0.1136,0.1118,0.2391,0.2874,-0.022,-0.1524,0.9788,0.9908,44.19793,20.2720783,2016-01-19-08-11-41,79.149,-0.381020784,0.326764286,0.978782654,its vezbe
4213,96,13,0.098,0.112,0.2022,0.2511,-0.0504,-0.3385,0.5699,0.6647,44.1973016,20.2725683,2016-01-19-08-11-52,75.784,0.323873639,-0.483149379,0.569856644,its vezbe
4214,96,13,0.1336,0.1415,0.3762,0.4236,-0.0432,-0.0161,-1.7533,1.7539,44.1994466,20.2679183,2016-01-19-08-12-04,74.548,-0.347406626,-0.355711579,-1.753252745,its vezbe
4215,96,13,0.1252,0.1133,0.2326,0.2874,0.21,-0.0802,0.9393,0.9659,44.1967466,20.2719866,2016-01-19-08-12-13,16.4268,-0.342953205,-0.412693262,0.939340591,its vezbe
4216,96,13,0.118,0.123,0.229,0.2855,-0.2057,0.0501,-0.7301,0.7602,44.1965416,20.2690516,2016-01-19-08-12-24,23.4608,-0.346457064,0.381602764,-0.730073929,its vezbe
4217,96,13,0.1244,0.1181,0.2745,0.3237,0.0325,0.1261,1.3235,1.3299,44.1985566,20.260675,2016-01-19-08-12-35,64.5085,0.419908762,0.345919251,1.323457718,its vezbe
4218,96,13,0.1335,0.1073,0.2747,0.3237,-0.5492,-0.0487,-1.0058,1.147,44.1979666,20.2595383,2016-01-19-08-12-42,57.7043,-0.549206018,-0.515635431,-1.005831718,its vezbe
4219,96,13,0.1255,0.1292,0.2999,0.3498,-0.1282,0.4264,-0.9513,1.0503,44.1987833,20.25707,2016-01-19-08-12-56,67.1546,0.313302994,0.491138697,-0.95125103,its vezbe
4220,96,13,0.1259,0.1364,0.2524,0.3133,-0.0928,0.1648,0.7841,0.8066,44.1994433,20.256245,2016-01-19-08-13-01,74.9983,0.401893139,-0.450955302,0.784086227,its vezbe
4221,96,13,0.1518,0.1709,0.3218,0.3948,-0.3608,0.1264,-1.5233,1.5705,44.201525,20.2532066,2016-01-19-08-13-15,94.6383,0.577550173,0.446189642,-1.523283958,its vezbe
4222,96,13,0.1501,0.1392,0.2872,0.3527,0.1995,0.0219,-1.2541,1.2701,44.2023233,20.2500066,2016-01-19-08-13-26,88.9829,-0.637550235,0.441492915,-1.25414753,its vezbe
4223,96,13,0.1394,0.1181,0.291,0.3436,-0.3044,0.3053,-0.7293,0.8472,44.2030666,20.2470583,2016-01-19-08-13-36,85.6975,-0.454082787,-0.422637999,0.780394554,its vezbe
4224,96,13,0.1246,0.125,0.2065,0.2717,-0.0022,0.2044,-0.73,0.7581,44.2026816,20.2444966,2016-01-19-08-13-46,80.9502,0.381878138,0.452149868,-0.729987144,its vezbe
4225,96,13,0.1199,0.131,0.2542,0.3101,0.2431,0.0614,0.7819,0.8211,44.2012233,20.2435733,2016-01-19-08-13-54,87.0076,0.327562332,-0.47699666,0.781907082,its vezbe
4226,96,13,0.1379,0.1285,0.293,0.3483,0.7083,-0.7536,1.2522,1.6241,44.2001816,20.2421166,2016-01-19-08-14-04,67.3102,0.708279848,-0.753564358,1.252239227,its vezbe
4227,96,13,0.1243,0.1214,0.299,0.3458,-0.2416,0.0879,-0.878,0.9149,44.20013,20.2387116,2016-01-19-08-14-16,79.8569,-0.426839232,0.33612442,-0.877980232,its vezbe
4228,96,13,0.1102,0.1219,0.2257,0.2792,0.0646,-0.1963,0.7408,0.7691,44.1997216,20.2365616,2016-01-19-08-14-25,74.12,-0.381682515,0.37135911,0.740777969,its vezbe
4229,96,13,0.1016,0.1146,0.2221,0.2698,0.2173,0.1657,0.7614,0.809,44.1993716,20.2362783,2016-01-19-08-14-33,18.48,0.252195835,0.333050549,0.761415482,its vezbe
4230,96,13,0.1447,0.1388,0.3084,0.3679,0.2854,0.3312,1.0387,1.127,44.2020783,20.234445,2016-01-19-08-14-45,78.8896,-0.575381279,-0.564921141,-1.045842648,its vezbe
4231,96,13,0.1212,0.1377,0.4103,0.4494,0.208,0.2471,3.4522,3.4673,44.200895,20.2363216,2016-01-19-08-14-53,18.9692,-0.321257442,-0.697603226,3.452249527,its vezbe
4232,96,13,0.1368,0.114,0.3079,0.3557,1.0354,0.022,2.3156,2.5367,44.2011616,20.2315016,2016-01-19-08-15-06,21.7783,1.035376549,-0.37363863,2.315623283,its vezbe
4233,96,13,0.0954,0.0957,0.1822,0.2268,0.0551,0.128,0.5259,0.5441,44.202795,20.2272866,2016-01-19-08-15-13,42.0427,0.318911076,0.303218186,0.525923729,its vezbe
4234,96,13,0.0986,0.1193,0.191,0.2459,-0.142,-0.2702,-0.5645,0.6418,44.2045116,20.2261666,2016-01-19-08-15-26,58.6234,0.388652086,0.461012244,0.584201813,its vezbe
4235,96,13,0.1558,0.1549,0.2478,0.3311,-0.5599,-0.4451,-0.4847,0.8641,44.20601,20.2258633,2016-01-19-08-15-34,78.6673,-0.559932947,0.483377695,0.794610977,its vezbe
4236,96,13,0.1007,0.1316,0.1903,0.2523,0.1005,-0.2147,-0.5184,0.5701,44.2009133,20.235295,2016-01-19-08-15-45,61.4937,-0.310456395,-0.34509331,-0.5184412,its vezbe
4237,96,13,0.1439,0.1293,0.1707,0.258,0.0323,0.4876,0.3642,0.6095,44.204095,20.2351766,2016-01-19-08-15-56,69.0632,-0.488567472,0.487639427,0.405266762,its vezbe
4238,96,13,0.1345,0.1515,0.253,0.3241,0.1617,0.0597,0.9406,0.9563,44.2116833,20.2262749,2016-01-19-08-16-06,84.5913,-0.420971751,0.649803996,0.940596581,its vezbe
4239,96,13,0.1417,0.1353,0.2366,0.3072,0.2886,0.256,0.763,0.855,44.2133899,20.2267333,2016-01-19-08-16-14,83.4851,-0.47663033,0.455894709,0.76301384,its vezbe
4240,96,13,0.1025,0.1066,0.1971,0.2464,-0.2322,0.0352,-0.6105,0.6542,44.2146283,20.2277216,2016-01-19-08-16-25,27.3651,0.459989786,-0.457202286,-0.610548019,its vezbe
4241,96,13,0.1182,0.1199,0.2044,0.2648,0.0616,0.1537,0.6956,0.715,44.2167066,20.228565,2016-01-19-08-16-35,15.139,0.422703028,-0.474887103,0.695583344,its vezbe
4242,96,13,0.0998,0.1069,0.1912,0.2407,-0.6552,-0.1003,-0.22,0.6984,44.21989,20.229765,2016-01-19-08-16-47,89.4276,-0.655195832,0.366574764,0.578089714,its vezbe
4243,96,13,0.0954,0.1065,0.1861,0.2347,0.086,0.1105,0.5985,0.6147,44.2205149,20.2310433,2016-01-19-08-16-54,89.4165,0.333986521,0.298244357,0.598542213,its vezbe
4244,96,13,0.1338,0.1412,0.2535,0.3195,0.0437,0.2419,1.051,1.0793,44.2213483,20.2342633,2016-01-19-08-17-07,73.6067,-0.669977963,0.582415462,1.050973892,its vezbe
4245,96,13,0.1337,0.1428,0.2372,0.3074,-0.4904,-0.0426,-1.1287,1.2314,44.2220599,20.2356649,2016-01-19-08-17-14,70.1898,0.498703718,-0.472065806,-1.128697395,its vezbe
4246,96,13,0.1775,0.1612,0.2606,0.3541,-1.4021,-0.5325,-1.0132,1.81,44.223825,20.2375483,2016-01-19-08-17-26,76.4103,-1.402118683,1.007965565,1.234063148,its vezbe
4247,96,13,0.1698,0.1364,0.2276,0.315,0.2138,-0.1395,1.4431,1.4655,44.2245733,20.2390733,2016-01-19-08-17-37,36.6579,-0.880697191,0.51036644,1.443067551,its vezbe
4248,96,13,0.0709,0.0824,0.1632,0.1961,-0.1742,-0.0232,-0.5352,0.5633,44.2248383,20.2394683,2016-01-19-08-17-43,14.9074,-0.278743625,-0.243522584,-0.535168648,its vezbe
4249,96,13,0.1024,0.0741,0.1212,0.1751,0.251,-0.2763,0.447,0.5823,44.22654,20.2377516,2016-01-19-08-17-57,27.5337,0.383634329,-0.276252389,0.446962357,its vezbe
4250,96,13,0.0868,0.0926,0.1177,0.1731,-0.138,0.3692,0.1696,0.4291,44.2253083,20.240625,2016-01-19-08-18-02,36.2132,-0.258349299,0.369193077,0.343297005,its vezbe
4251,96,13,0.0861,0.0986,0.1403,0.1919,-0.2249,0.3853,-0.3804,0.5863,44.2259083,20.2415716,2016-01-19-08-18-13,11.609,0.339602232,0.385338664,-0.380418777,its vezbe
4252,96,13,0.1509,0.1299,0.2464,0.3168,0.3047,-0.5933,1.0928,1.2803,44.2271783,20.2430266,2016-01-19-08-18-25,56.3553,0.906461716,-0.593344808,1.092828751,its vezbe
4253,96,13,0.1166,0.1386,0.2479,0.307,0.0647,0.5001,1.0787,1.1907,44.2276799,20.2455583,2016-01-19-08-18-37,62.4368,-0.447876811,0.500058174,1.078670502,its vezbe
4254,96,13,0.1434,0.1482,0.2636,0.3347,0.6708,-0.0728,1.2204,1.3945,44.2281133,20.2465833,2016-01-19-08-18-42,64.0545,0.670765638,0.503073454,1.220434189,its vezbe
4255,96,13,0.1444,0.1771,0.3095,0.3847,0.0211,-0.1417,0.9045,0.9157,44.2291066,20.2509116,2016-01-19-08-18-56,61.1768,-0.566358924,-0.466686547,0.904478073,its vezbe
4256,96,13,0.1211,0.1354,0.2236,0.288,0.0135,-0.1232,0.8314,0.8406,44.2302133,20.2510133,2016-01-19-08-19-06,64.5103,-0.376538515,-0.684505463,0.831418037,its vezbe
4257,96,13,0.1276,0.1111,0.1923,0.2561,-0.1068,-0.0229,-0.5617,0.5722,44.2255366,20.2409733,2016-01-19-08-19-18,45.3837,-0.379770875,-0.300684929,-0.561672211,its vezbe
4258,96,13,0.1406,0.1504,0.2518,0.3252,0.4215,0.4963,0.6939,0.9516,44.2313766,20.2480133,2016-01-19-08-19-28,57.3689,0.461858988,0.524327159,0.823526382,its vezbe
4259,96,13,0.1361,0.1753,0.2698,0.3493,0.3441,0.0055,1.1957,1.2442,44.2303349,20.257085,2016-01-19-08-19-34,59.0125,0.398533583,-0.639886975,1.195699692,its vezbe
4260,96,13,0.1398,0.145,0.2669,0.3344,0.0473,0.1694,0.9513,0.9674,44.2321933,20.2575216,2016-01-19-08-19-44,62.7111,-0.522824168,-0.56313628,0.951255798,its vezbe
4261,96,13,0.0968,0.0995,0.1985,0.2423,0.0724,0.1163,0.5446,0.5616,44.2337516,20.2594933,2016-01-19-08-19-57,73.9921,-0.282646894,-0.285239875,0.544573784,its vezbe
4262,96,13,0.0961,0.0965,0.1845,0.2293,-0.059,0.2197,0.5162,0.5641,44.23522,20.2609266,2016-01-19-08-20-05,79.2658,-0.235554457,0.271852136,0.516245842,its vezbe
4263,96,13,0.1132,0.1162,0.2346,0.2853,-0.045,-0.3677,-0.7905,0.8729,44.2363466,20.2628283,2016-01-19-08-20-16,73.3973,0.453605413,0.473386049,-0.790466309,its vezbe
4264,96,13,0.1309,0.1163,0.2745,0.3256,0.42,0.09,2.0351,2.08,44.2380816,20.2645216,2016-01-19-08-20-27,72.3189,-0.573651195,0.434662342,2.035129547,its vezbe
4265,96,13,0.1163,0.1203,0.2473,0.2986,0.0429,0.0736,0.8854,0.8895,44.2394683,20.2660216,2016-01-19-08-20-36,87.9693,0.489400864,-0.382228255,0.885418892,its vezbe
4266,96,13,0.1376,0.1181,0.225,0.289,0.5386,0.353,1.1341,1.3042,44.2403866,20.26891,2016-01-19-08-20-47,85.7087,0.538617134,0.416653991,1.134068489,its vezbe
4267,96,13,0.1673,0.1322,0.2903,0.3602,-0.7224,-0.2118,-1.0487,1.2909,44.2410783,20.271995,2016-01-19-08-20-58,81.2689,-0.734590769,0.566758156,1.257860184,its vezbe
4268,96,13,0.1053,0.1014,0.1932,0.2423,-0.4284,-0.272,-0.7239,0.884,44.2415016,20.2736283,2016-01-19-08-21-04,83.9168,-0.428382874,0.381770492,0.756918907,its vezbe
4269,96,13,0.1177,0.1253,0.2196,0.2789,0.1841,-0.2215,-0.7688,0.821,44.2426249,20.27721,2016-01-19-08-21-18,79.9903,-0.553392887,-0.372372389,-0.768776417,its vezbe
4270,96,13,0.1313,0.1058,0.2152,0.2735,-0.5199,0.0018,-0.5707,0.772,44.2431699,20.2784466,2016-01-19-08-21-23,80.2923,-0.519928813,-0.341338158,0.656032562,its vezbe
4271,96,13,0.1514,0.1388,0.237,0.3136,-0.3226,-0.3812,-1.2813,1.3751,44.2447583,20.28086,2016-01-19-08-21-35,78.7099,0.652773857,-0.590026259,-1.281285763,its vezbe
4272,96,13,0.1455,0.1512,0.2234,0.3065,-0.6797,0.204,-0.5981,0.9281,44.2469633,20.2830316,2016-01-19-08-21-48,74.1645,-0.679712355,-0.56188643,-0.810527802,its vezbe
4273,96,13,0.1229,0.1168,0.2182,0.2764,0.1312,0.1393,0.8311,0.8529,44.2477533,20.28372,2016-01-19-08-21-54,68.7926,0.473975778,0.448943496,0.83114624,its vezbe
4274,96,13,0.0832,0.0809,0.1746,0.2097,-0.0706,0.3204,0.5993,0.6833,44.2494566,20.2847,2016-01-19-08-22-08,54.0761,0.233939886,0.320442557,0.599328995,its vezbe
4275,96,13,0.103,0.1022,0.1856,0.2355,0.2397,-0.0913,0.5879,0.6414,44.25019,20.2849966,2016-01-19-08-22-14,56.6369,-0.361023903,0.413343906,0.591327667,its vezbe
4276,96,13,0.1092,0.1332,0.2717,0.3217,0.048,0.015,1.008,1.0092,44.2514533,20.2863,2016-01-19-08-22-26,59.4331,-0.407752991,0.394857168,1.007982254,its vezbe
4277,96,13,0.1357,0.1286,0.2683,0.327,-0.1913,0.1466,0.9988,1.0275,44.2537766,20.286475,2016-01-19-08-22-38,41.6128,0.574234724,0.426519513,0.998806953,its vezbe
4278,96,13,0.105,0.1244,0.2342,0.2852,0.0565,-0.0418,1.13,1.1322,44.2548333,20.286645,2016-01-19-08-22-45,54.0279,-0.301618814,0.401056886,1.130013466,its vezbe
4279,96,13,0.1338,0.1277,0.2526,0.3131,-0.4417,0.307,-0.6747,0.8629,44.2576416,20.2860566,2016-01-19-08-22-58,73.868,0.544564009,-0.467763692,-0.810689926,its vezbe
4280,96,13,0.13,0.1549,0.289,0.3527,0.038,0.5001,1.0755,1.1866,44.2592916,20.286445,2016-01-19-08-23-09,78.0724,0.37665987,0.546697617,1.075460434,its vezbe
4281,96,13,0.153,0.1752,0.343,0.4144,0.2338,0.4042,1.1472,1.2386,44.2610449,20.2861899,2016-01-19-08-23-19,73.3603,-0.469761014,-0.680303276,1.147181511,its vezbe
4282,96,13,0.1355,0.1323,0.3015,0.3561,0.7274,0.1764,-1.0098,1.2569,44.2628216,20.2858883,2016-01-19-08-23-29,75.5653,0.727379322,0.49165225,-1.009780407,its vezbe
4283,96,13,0.1177,0.0989,0.2303,0.2769,-0.5342,-0.1941,-0.7008,0.9023,44.26398,20.28572,2016-01-19-08-23-35,78.7525,-0.534154415,-0.267185122,-0.700844288,its vezbe
4284,96,13,0.1131,0.0983,0.2233,0.2689,0.5967,0.1221,-1.0698,1.231,44.2666933,20.2852133,2016-01-19-08-23-49,67.8142,0.596719503,-0.384390235,1.107282639,its vezbe
4285,96,13,0.1844,0.1693,0.3913,0.4645,0.5018,-0.0871,1.8114,1.8816,44.2682033,20.2848116,2016-01-19-08-23-59,60.0631,0.552771091,0.660184622,1.811401367,its vezbe
4286,96,13,0.1348,0.1493,0.2425,0.3151,0.2861,-0.3236,1.0936,1.1758,44.2689616,20.284585,2016-01-19-08-24-04,59.926,-0.422872066,0.664422512,1.093582153,its vezbe
4287,96,13,0.1628,0.1548,0.2603,0.3439,-0.1326,0.1713,0.8098,0.8382,44.2708966,20.2839466,2016-01-19-08-24-18,61.5474,-0.482980609,0.495398164,0.809780121,its vezbe
4288,96,13,0.1222,0.1301,0.3081,0.3561,0.1355,-0.0533,1.4464,1.4537,44.2720366,20.2835266,2016-01-19-08-24-25,79.4418,-0.464073062,0.445089698,1.446378708,its vezbe
4289,96,13,0.1957,0.1506,0.3399,0.4202,0.5427,-0.1868,-1.6423,1.7397,44.2747733,20.282225,2016-01-19-08-24-39,86.0404,0.804192066,-0.545230865,-1.642337799,its vezbe
4290,96,13,0.1567,0.1423,0.2327,0.3146,0.4365,-0.3611,0.8246,1.0004,44.275765,20.2817433,2016-01-19-08-24-45,82.0249,-0.497962475,0.479518294,0.82462883,its vezbe
4291,96,13,0.1923,0.1846,0.3049,0.405,-0.7645,-0.0098,-0.7158,1.0473,44.2777633,20.280655,2016-01-19-08-24-56,81.5894,-0.764526784,0.599712133,-0.905292034,its vezbe
4292,96,13,0.2106,0.147,0.3377,0.4243,0.0081,0.2965,1.306,1.3393,44.2801266,20.2789566,2016-01-19-08-25-09,86.3628,-0.773157716,-0.46557191,1.306031227,its vezbe
4293,96,13,0.1962,0.1753,0.3065,0.4039,-0.6203,0.3714,-0.7396,1.0342,44.2820016,20.2773483,2016-01-19-08-25-19,83.4035,-0.797246814,-0.501109123,-0.951197147,its vezbe
4294,96,13,0.2189,0.1845,0.3176,0.4276,0.5384,0.4144,1.186,1.3668,44.2833449,20.27592,2016-01-19-08-25-27,85.1768,-0.783457041,0.612043381,1.185973167,its vezbe
4295,96,13,0.1822,0.2049,0.3459,0.4414,-0.0054,0.3522,1.1219,1.1759,44.2829628,20.2756499,2016-01-19-08-25-35,0,-0.498672247,0.71702981,1.143095016,its vezbe
4296,96,13,0.2305,0.2277,0.5195,0.6123,1.2146,0.2818,1.9687,2.3303,44.2872799,20.2709283,2016-01-19-08-25-50,96.9471,1.214623451,-0.764117718,-2.117808342,its vezbe
4297,96,13,0.2053,0.2559,0.4316,0.5422,0.0564,0.4013,1.672,1.7204,44.2882066,20.26959,2016-01-19-08-25-56,87.4672,-0.996436596,0.881336689,1.672014236,its vezbe
4298,96,13,0.1862,0.208,0.3732,0.4661,0.1356,0.396,1.5526,1.6081,44.2902016,20.2670416,2016-01-19-08-26-08,85.4622,-0.65836215,-0.840192914,1.5526371,its vezbe
4299,96,13,0.2119,0.1661,0.3815,0.4669,-0.2552,0.2136,1.5944,1.6288,44.2922866,20.2648316,2016-01-19-08-26-20,85.9885,-0.951690674,-0.661732316,1.594442368,its vezbe
4300,96,13,0.2286,0.1599,0.3483,0.4463,-0.8547,-0.0546,-1.086,1.3831,44.293565,20.2637283,2016-01-19-08-26-27,85.5808,-1.027756691,-0.628217936,1.224797249,its vezbe
4301,96,13,0.1389,0.1354,0.2344,0.3042,0.5167,0.1025,0.6383,0.8276,44.2933916,20.263885,2016-01-19-08-26-32,82.9607,0.516731024,-0.415704012,0.638315201,its vezbe
4302,96,13,0.1208,0.1311,0.263,0.3177,-0.073,-0.1875,-0.7554,0.7818,44.2976866,20.2610966,2016-01-19-08-26-48,85.7327,0.331348658,0.364411354,-0.755419731,its vezbe
4303,96,13,0.1371,0.1128,0.2598,0.3147,-0.547,-0.0079,-0.848,1.0091,44.3002833,20.2599716,2016-01-19-08-27-00,100.6494,-0.622921824,-0.373751611,-0.848011017,its vezbe
4304,96,13,0.2444,0.1847,0.3721,0.482,0.0408,0.3411,1.5862,1.623,44.3018966,20.2594733,2016-01-19-08-27-09,81.4208,-1.185940027,0.674249887,1.586237907,its vezbe
4305,96,13,0.2194,0.1986,0.3027,0.4233,-0.4797,-0.3348,1.0057,1.1635,44.30365,20.2582266,2016-01-19-08-27-18,87.8507,-0.72041893,0.913658619,1.005689621,its vezbe
4306,96,13,0.2373,0.1992,0.3492,0.4668,0.8552,0.2284,-1.1233,1.4302,44.3056383,20.25607,2016-01-19-08-27-30,85.6938,0.861837864,0.577161074,-1.12330246,its vezbe
